ts	event_type	SID	ECID	session	game_type	game_number	episode_number	level	score	lines_cleared	completed	game_duration	avg_ep_duration	zoid_sequence	evt_id	evt_data1	evt_data2	curr_zoid	next_zoid	danger_mode	evt_sequence	rots	trans	path_length	min_rots	min_trans	min_path	min_rots_diff	min_trans_diff	min_path_diff	u_drops	s_drops	prop_u_drops	initial_lat	drop_lat	avg_lat	tetrises_game	tetrises_level	delaying	dropping	zoid_rot	zoid_col	zoid_row	board_rep	zoid_rep	all_diffs	all_ht	all_trans	cd_1	cd_2	cd_3	cd_4	cd_5	cd_6	cd_7	cd_8	cd_9	cleared	col_trans	column_9	cuml_cleared	cuml_eroded	cuml_wells	d_all_ht	d_max_ht	d_mean_ht	d_pits	deep_wells	eroded_cells	full_cells	jaggedness	landing_height	lumped_pits	matches	max_diffs	max_ht	max_ht_diff	max_well	mean_ht	mean_pit_depth	min_ht	min_ht_diff	move_score	nine_filled	pattern_div	pit_depth	pit_rows	pits	row_trans	tetris	tetris_progress	weighted_cells	wells
60.4510622025	EP_SUMM	3189	NIL	2015-4-30_12-20-54	pop_assessment	1	0	0	14	0	NA	NA	NA	NA	NA	NA	NA	O	S	False	"[[""sy-dn-s"", 799], [""sy-dn-s"", 1599], [""sy-dn-s"", 2400], [""kp-tr-r"", 2666], [""sy-tr-r"", 2666], [""kr-tr-r"", 2799], [""kp-tr-r"", 2966], [""sy-tr-r"", 2966], [""kr-tr-r"", 3033], [""kp-tr-r"", 3133], [""sy-tr-r"", 3134], [""sy-dn-s"", 3199], [""kr-tr-r"", 3233], [""kp-tr-r"", 3333], [""sy-tr-r"", 3333], [""kr-tr-r"", 3399], [""kp-tr-r"", 3566], [""sy-tr-r"", 3566], [""kr-tr-r"", 3633], [""kp-dwn"", 3966], [""sy-dn-u"", 3966], [""sy-dn-u"", 3999], [""sy-dn-u"", 4033], [""sy-dn-u"", 4066], [""sy-dn-u"", 4099], [""sy-dn-u"", 4133], [""sy-dn-u"", 4166], [""sy-dn-u"", 4200], [""sy-dn-u"", 4233], [""sy-dn-u"", 4266], [""sy-dn-u"", 4299], [""sy-dn-u"", 4333], [""sy-dn-u"", 4366], [""sy-dn-u"", 4399], [""sy-dn-u"", 4433]]"	0	5	5	0	4	4	0	1	1	15	4	0.789473684211	799	3966	661.0	0	0	NA	NA	0	8	2	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2]]'	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2]]'	2	4	4	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0.0	0	0	0	4	2	0	0	4	2	2	1.6	0	0.4	0.0	0	0.4	0	0	2	0	0	0	2	0	0	6	0
73.6509180069	EP_SUMM	3189	NIL	2015-4-30_12-20-54	pop_assessment	1	1	0	17	0	NA	NA	NA	NA	NA	NA	NA	S	O	False	"[[""sy-dn-s"", 800], [""sy-dn-s"", 1599], [""sy-dn-s"", 2399], [""sy-dn-s"", 3200], [""sy-dn-s"", 3999], [""sy-dn-s"", 4799], [""kp-tr-r"", 5033], [""sy-tr-r"", 5033], [""kr-tr-r"", 5133], [""sy-dn-s"", 5600], [""kp-tr-r"", 6166], [""sy-tr-r"", 6166], [""kr-tr-r"", 6266], [""sy-dn-s"", 6399], [""sy-dn-s"", 7199], [""kp-dwn"", 7366], [""sy-dn-u"", 7366], [""sy-dn-u"", 7400], [""sy-dn-u"", 7433], [""kr-dwn"", 7466], [""sy-dn-s"", 8233], [""sy-dn-s"", 9033], [""sy-dn-s"", 9833], [""sy-dn-s"", 10633], [""kp-rt-cc"", 11099], [""sy-rt-cc"", 11099], [""kr-rt-cc"", 11199], [""sy-dn-s"", 11433], [""sy-dn-s"", 12233], [""sy-dn-s"", 13033]]"	1	2	3	1	2	3	0	0	0	3	16	0.157894736842	800	7366	2774.75	0	0	NA	NA	1	6	3	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 4, 2, 2], [0, 0, 0, 0, 0, 0, 0, 4, 2, 2]]'	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 4, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4, 0, 0]]'	2	9	9	0	0	0	0	0	3	-1	0	0	0	5	2	0	0	0	0	0	0.0	0	0	0	8	4	0	1	3	3	3	2.1	0	0.9	2.0	0	0.9	0	0	4	2	1	1	4	0	0	14	0
76.0842490196	EP_SUMM	3189	NIL	2015-4-30_12-20-54	pop_assessment	1	2	0	31	0	NA	NA	NA	NA	NA	NA	NA	O	J	False	"[[""kp-tr-r"", 800], [""sy-tr-r"", 800], [""sy-dn-s"", 801], [""sy-tr-r"", 1033], [""sy-tr-r"", 1133], [""sy-tr-r"", 1233], [""sy-tr-r"", 1333], [""kr-tr-r"", 1433], [""sy-dn-s"", 1599], [""kp-dwn"", 1799], [""sy-dn-u"", 1799], [""sy-dn-u"", 1833], [""sy-dn-u"", 1866], [""sy-dn-u"", 1899], [""sy-dn-u"", 1933], [""sy-dn-u"", 1966], [""sy-dn-u"", 2000], [""sy-dn-u"", 2033], [""sy-dn-u"", 2066], [""sy-dn-u"", 2099], [""sy-dn-u"", 2133], [""sy-dn-u"", 2166], [""sy-dn-u"", 2199], [""sy-dn-u"", 2233], [""sy-dn-u"", 2266]]"	0	5	5	0	4	4	0	1	1	15	2	0.882352941176	800	1799	899.5	0	0	NA	NA	0	8	4	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 4, 0, 2, 2], [0, 0, 0, 0, 0, 0, 4, 4, 2, 2], [0, 0, 0, 0, 0, 0, 0, 4, 2, 2]]'	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]'	4	13	11	0	0	0	0	0	3	-1	2	0	0	5	4	0	0	1	0	0	0.0	0	0	0	12	6	2	1	4	3	4	2.7	1	1.3	2.0	0	1.3	0	0	4	2	1	1	6	0	0	28	1
83.0509090424	EP_SUMM	3189	NIL	2015-4-30_12-20-54	pop_assessment	1	3	0	39	0	NA	NA	NA	NA	NA	NA	NA	J	S	False	"[[""sy-dn-s"", 799], [""sy-dn-s"", 1599], [""sy-dn-s"", 2400], [""sy-dn-s"", 3199], [""kp-tr-r"", 3433], [""sy-tr-r"", 3433], [""kr-tr-r"", 3533], [""sy-dn-s"", 3999], [""sy-dn-s"", 4799], [""kp-tr-r"", 5433], [""sy-tr-r"", 5433], [""kr-tr-r"", 5533], [""sy-dn-s"", 5599], [""sy-dn-s"", 6399], [""kp-dwn"", 6533], [""sy-dn-u"", 6533], [""sy-dn-u"", 6566], [""sy-dn-u"", 6600], [""sy-dn-u"", 6633], [""sy-dn-u"", 6666], [""sy-dn-u"", 6699], [""sy-dn-u"", 6733], [""sy-dn-u"", 6767], [""sy-dn-u"", 6799]]"	0	2	2	0	2	2	0	0	0	9	8	0.529411764706	799	6533	2177.66666667	0	0	NA	NA	0	5	4	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 6, 6, 6, 2, 2], [0, 0, 0, 0, 0, 0, 4, 6, 2, 2], [0, 0, 0, 0, 0, 0, 4, 4, 2, 2], [0, 0, 0, 0, 0, 0, 0, 4, 2, 2]]'	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 6, 6, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]'	4	20	11	0	0	0	0	4	0	0	0	0	0	7	4	0	0	0	0	0	0.0	0	0	0	16	4	2	2	5	4	4	2.0	0	2.0	1.5	0	2.0	0	0	5	6	3	4	4	0	0	43	0
93.8177280426	EP_SUMM	3189	NIL	2015-4-30_12-20-54	pop_assessment	1	4	0	44	0	NA	NA	NA	NA	NA	NA	NA	S	O	False	"[[""sy-dn-s"", 799], [""sy-dn-s"", 1600], [""kp-rt-cc"", 2033], [""sy-rt-cc"", 2033], [""kr-rt-cc"", 2133], [""sy-dn-s"", 2399], [""sy-dn-s"", 3199], [""kp-rt-cc"", 3366], [""sy-rt-cc"", 3366], [""kr-rt-cc"", 3433], [""sy-dn-s"", 4000], [""sy-dn-s"", 4799], [""kp-tr-l"", 5066], [""sy-tr-l"", 5066], [""kr-tr-l"", 5166], [""sy-dn-s"", 5599], [""kp-tr-l"", 5766], [""sy-tr-l"", 5766], [""kr-tr-l"", 5833], [""kp-tr-l"", 6066], [""sy-tr-l"", 6066], [""kr-tr-l"", 6100], [""kp-tr-l"", 6100], [""sy-tr-l"", 6101], [""kr-tr-l"", 6199], [""sy-dn-s"", 6400], [""sy-dn-s"", 7199], [""kp-dwn"", 7233], [""sy-dn-u"", 7233], [""sy-dn-u"", 7266], [""sy-dn-u"", 7300], [""sy-dn-u"", 7333], [""kr-dwn"", 7366], [""kp-tr-r"", 7966], [""sy-tr-r"", 7966], [""kr-tr-r"", 8033], [""sy-dn-s"", 8133], [""sy-dn-s"", 8933], [""kp-tr-r"", 9333], [""sy-tr-r"", 9333], [""kr-tr-r"", 9400], [""sy-dn-s"", 9733], [""sy-dn-s"", 10533], [""kp-dwn"", 10566], [""sy-dn-u"", 10566], [""sy-dn-u"", 10599]]"	2	6	8	0	1	1	2	5	7	6	13	0.315789473684	799	7233	1056.6	0	0	NA	NA	0	2	2	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 6, 6, 6, 2, 2], [0, 0, 0, 0, 0, 0, 4, 6, 2, 2], [0, 0, 0, 4, 4, 0, 4, 4, 2, 2], [0, 0, 4, 4, 0, 0, 0, 4, 2, 2]]'	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 4, 0, 0, 0, 0, 0], [0, 0, 4, 4, 0, 0, 0, 0, 0, 0]]'	4	25	19	0	1	1	0	2	0	0	0	0	0	11	4	0	0	0	0	0	0.0	0	0	0	20	4	0	3	2	2	4	1.5	0	2.5	1.4	0	2.5	0	0	7	7	3	5	8	0	0	49	0
97.6175961494	EP_SUMM	3189	NIL	2015-4-30_12-20-54	pop_assessment	1	5	0	54	0	NA	NA	NA	NA	NA	NA	NA	O	J	False	"[[""kp-tr-r"", 133], [""sy-tr-r"", 134], [""kr-tr-r"", 333], [""sy-dn-s"", 799], [""sy-dn-s"", 1599], [""kp-tr-r"", 1699], [""sy-tr-r"", 1699], [""kr-tr-r"", 1799], [""kp-tr-r"", 2066], [""sy-tr-r"", 2066], [""kr-tr-r"", 2299], [""sy-dn-s"", 2399], [""kp-tr-r"", 2933], [""sy-tr-r"", 2933], [""kr-tr-r"", 3066], [""sy-dn-s"", 3199], [""kp-dwn"", 3299], [""sy-dn-u"", 3299], [""sy-dn-u"", 3333], [""sy-dn-u"", 3366], [""sy-dn-u"", 3399], [""sy-dn-u"", 3433], [""sy-dn-u"", 3466], [""sy-dn-u"", 3499], [""sy-dn-u"", 3533], [""sy-dn-u"", 3567], [""sy-dn-u"", 3599], [""sy-dn-u"", 3633]]"	0	4	4	0	4	4	0	0	0	11	4	0.733333333333	133	3299	659.8	0	0	NA	NA	0	8	6	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 6, 6, 6, 2, 2], [0, 0, 0, 0, 0, 0, 4, 6, 2, 2], [0, 0, 0, 4, 4, 0, 4, 4, 2, 2], [0, 0, 4, 4, 0, 0, 0, 4, 2, 2]]'	'[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]'	6	29	21	0	1	1	0	2	0	0	2	0	0	11	6	0	0	0	0	0	0.0	0	0	0	24	6	4	3	4	2	6	3.1	0	2.9	1.4	0	2.9	0	0	7	7	3	5	10	0	0	71	0
